screen_name,tweet_id,reply_date,reply_time,reply,collecting_date,collecting_time
ShivammSays,822517408145481729,2017/1/20,18:53:26,b'Welcome Mr. President @realDonaldTrump ! You are gonna be the true leader ! https://t.co/w9oEnow9r8',2017/1/20,12:7:21
chokka83,822517385101905920,2017/1/20,18:53:20,b'RT @TimesNow: Protester at Marina Beach welcomes approval of ordinance on Jallikattu by Law Ministry. Big boost for the #MakkalMovement htt\xe2\x80\xa6',2017/1/20,12:7:21
ranjanamukho,822517308694269952,2017/1/20,18:53:2,"b""Just for TRP sake @TimesNow can go to any extend. Projecting a mass frenzy of animal abusers as a people's movement.  #Jallikattuprotest""",2017/1/20,12:7:21
AfrinNaaz4,822517278218534914,2017/1/20,18:52:55,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
TabrezK77066783,822517264771641344,2017/1/20,18:52:52,"b""RT @NaseerGiyas: I think @TimesNow 's wisdom is on winter vacation. @asadowaisi talks about all cultures, how can he give a communal colour\xe2\x80\xa6""",2017/1/20,12:7:21
RNavaneethan03,822517219850526721,2017/1/20,18:52:41,"b'RT @TimesNow: #BREAKING Actor Rajinikanth joins protest, strengthening the protest even more #MakkalMovement https://t.co/1HVkdAMMUe'",2017/1/20,12:7:21
lakki02,822517124463820802,2017/1/20,18:52:18,b'RT @TimesNow: #PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
kumarbambam,822517108005277700,2017/1/20,18:52:14,"b'RT @rupasubramanya: Unlike their brain dead,cowardly and opportunistic counterparts in Bollywood, good to see Tamil celebs take a stand. ht\xe2\x80\xa6'",2017/1/20,12:7:21
Ajitkumar_Kanan,822516995128180737,2017/1/20,18:51:47,"b""RT @INCdilse: RSS calling for banning caste based reservations n Modi's privatizatisation of PSUs shld b @INCIndia's main poll issues in po\xe2\x80\xa6""",2017/1/20,12:7:21
RajeshThakur88,822516958423896066,2017/1/20,18:51:39,b'@IndiaToday so this is #Su-Shashan @NitishKumar Patna-Capital city of bihar what else for other district @TimesNow @BJP4India @biharprabha',2017/1/20,12:7:21
MadmanWrites,822516955068305408,2017/1/20,18:51:38,"b""RT @TimesNow: We want Jallikattu to happen peacefully, this is our tradition &amp; it shouldn't be banned: a law student at the protest #Jallik\xe2\x80\xa6""",2017/1/20,12:7:21
sylvavinish,822516913175728129,2017/1/20,18:51:28,"b""RT @Kolly_Planet: #Khushboo 's Bold Statement about #Jallikattu on @TimesNow #JusticeForJallikattu #Jallikattuprotest @khushsundar https://\xe2\x80\xa6""",2017/1/20,12:7:21
ChNurshing,822516907072888832,2017/1/20,18:51:26,b'@TimesNow RSS is applying double standard. When PM says Hindu is not a religion. Bhagabat says he wants Hindu Rule. What a shame?',2017/1/20,12:7:21
kumarbambam,822516859874537474,2017/1/20,18:51:15,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
SoulInExile,822516813535715330,2017/1/20,18:51:4,"b""I am sorry babaji...But That's as delusional as believing economic packages and jobs will fix Kashmir problem. https://t.co/72YqVJnwbZ""",2017/1/20,12:7:21
chrisxavier412,822516782057525248,2017/1/20,18:50:57,"b""@TimesNow we won't stop until amend PCA""",2017/1/20,12:7:21
e_Devii,822516767612248064,2017/1/20,18:50:53,"b'RT @politicalSci_: \xe0\xa4\xa4\xe0\xa4\xbf\xe0\xa4\xa4\xe0\xa4\xb2\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa4\x82\xe0\xa4\x96\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\xaa\xe0\xa4\xb0 \xe0\xa4\xb0\xe0\xa4\x96 \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\x97\xe0\xa4\x8f \xe0\xa4\xaa\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xa5\xe0\xa4\xb0,\n\xe0\xa4\x90 \xe0\xa4\x96\xe0\xa5\x81\xe0\xa4\xa6\xe0\xa4\xbe \xe0\xa4\xa4\xe0\xa5\x82 \xe0\xa4\x97\xe0\xa5\x81\xe0\xa4\xae \xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\x95\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\x81...?\n#ZairaWasim \nhttps://t.co/40yw62mk2c'",2017/1/20,12:7:21
sailherenav,822516700365123584,2017/1/20,18:50:37,b'#makkalmovement #Banpetaindia respect culture ..Thanks for a support #timesnow madia is the mediam to elaborate the\xe2\x80\xa6 https://t.co/WZE6MNEYws',2017/1/20,12:7:21
shivu_33riyadh,822516688872620034,2017/1/20,18:50:34,b'@TimesNow TN protest with complete peace  why DMK people started aggressive step of RAIL RHOKO AGITATION and starte\xe2\x80\xa6 https://t.co/mrn9SPWevZ',2017/1/20,12:7:21
sandra79707,822516685043339265,2017/1/20,18:50:33,b'RT @vikingthakkar: Fighting for peace is like fxxxing for virginity. #JustSaying #POTUSTrump https://t.co/EytlxaPt7t',2017/1/20,12:7:21
Realitybytes51,822516664260362240,2017/1/20,18:50:29,b'So @TimesNow gives a RSS salute to its masters.  https://t.co/6PirGmzcmI',2017/1/20,12:7:21
Pathivepl,822516620446699520,2017/1/20,18:50:18,b'RT @ermmani1: Amend PCA Act soon.\n#JusticeforJallikattu #AmendPCAact #AmendPCA\n@ndtv @ANI_news @CNNnews18 @CNN @timesofindia @TimesNow http\xe2\x80\xa6',2017/1/20,12:7:21
always_vishal,822516610154004480,2017/1/20,18:50:16,b'RT @TimesNow: Telugu superstar Mahesh Babu comes out strongly in support of jallikattu amid groundswell in Tamil Nadu for conduct of the sp\xe2\x80\xa6',2017/1/20,12:7:21
uvachhDhir,822516589870387201,2017/1/20,18:50:11,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
suzain0177,822516509041893380,2017/1/20,18:49:52,b'@kishoresonecha @TimesNow sorry truth is bitter Kashmir is not part of India and kashmiri never accept India as their country',2017/1/20,12:7:21
chokka83,822516487969615872,2017/1/20,18:49:47,"b'RT @TimesNow: Mega #MakkalMovement newsbreak: Jallikattu ordinance gets government nod, it will now be sent to the President for his assent\xe2\x80\xa6'",2017/1/20,12:7:21
durga_hashini,822516467899854848,2017/1/20,18:49:42,"b""RT @TimesNow: #Watch Ravi Shankar Prasad, Union Law Minister's message to PETA and other Animal welfare NGOs #MakkalMovement https://t.co/q\xe2\x80\xa6""",2017/1/20,12:7:21
muthumuthumuth1,822516466180378625,2017/1/20,18:49:41,"b""RT @Kolly_Planet: #Khushboo 's Bold Statement about #Jallikattu on @TimesNow #JusticeForJallikattu #Jallikattuprotest @khushsundar https://\xe2\x80\xa6""",2017/1/20,12:7:21
SathishShah,822516466163519488,2017/1/20,18:49:41,"b'RT @TimesNow: #Watch MR Venkatesh, Political Analyst on Jallikattu and #MakkalMovement https://t.co/fX4BM2EUFK'",2017/1/20,12:7:21
vbalaji202,822516337285144576,2017/1/20,18:49:11,"b""@TimesNow What U know about Bull's phychology. Don't b a chair bound activist. Just try touching a Jallikattu bull in its shed. Know reality""",2017/1/20,12:7:21
virvimalendra57,822516335963963392,2017/1/20,18:49:10,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
suzain0177,822516326103216128,2017/1/20,18:49:8,b'@kishoresonecha @TimesNow wrong propaganda .false propaganda by pandits and India just to justify exodus',2017/1/20,12:7:21
sagarpawf,822516303420420098,2017/1/20,18:49:3,b'RT @sumantharbi: @IndiaToday @ndtv @timesofindia @TimesNow  report this &amp; show the real face of CPI m https://t.co/0tsfOV8250',2017/1/20,12:7:21
allthewayrebel,822516280942956546,2017/1/20,18:48:57,"b'@NeetuGarg6 @toi @sardanarohit @TimesNow forget about TOI, the tomtomming No. 1 news channel does not have time or\xe2\x80\xa6 https://t.co/PwOnbSUMTQ'",2017/1/20,12:7:21
ChNurshing,822516241390714881,2017/1/20,18:48:48,"b'@TimesNow What is the reaction of BJP, RSS, Swadeshi Movement, and BJPs sister organisation on Ramadev to take Patanjali to Pakisthan?'",2017/1/20,12:7:21
liveonin,822516240883122176,2017/1/20,18:48:48,"b'@TimesNow @cadeepak7 they shud be bloody shot at, point blank!!!'",2017/1/20,12:7:21
waqqas_21916,822516233828528129,2017/1/20,18:48:46,"b""RT @NaseerGiyas: I think @TimesNow 's wisdom is on winter vacation. @asadowaisi talks about all cultures, how can he give a communal colour\xe2\x80\xa6""",2017/1/20,12:7:21
snjv08,822516182506815488,2017/1/20,18:48:34,b'@Chinmayi Heard your voice call to @TimesNow. Appreciate it. \xe0\xae\xae\xe0\xae\xbf\xe0\xae\x95\xe0\xaf\x8d\xe0\xae\x95 \xe0\xae\xa8\xe0\xae\xa9\xe0\xaf\x8d\xe0\xae\xb1\xe0\xae\xbf \xe0\xae\x85\xe0\xae\x95\xe0\xaf\x8d\xe0\xae\x95\xe0\xae\xbe!',2017/1/20,12:7:21
coolwini,822516120775180288,2017/1/20,18:48:19,b'RT @TimesNow: This is just like saying that we should not have Kumbh Mela: Sri Sri Ravi Shankar #JallikattuUprising https://t.co/cgpYxhouRm',2017/1/20,12:7:21
NadarSingam,822516077762527232,2017/1/20,18:48:9,b'RT @ermmani1: Amend PCA Act soon.\n#JusticeforJallikattu #AmendPCAact #AmendPCA\n@ndtv @ANI_news @CNNnews18 @CNN @timesofindia @TimesNow http\xe2\x80\xa6',2017/1/20,12:7:21
shivu_33riyadh,822516066953764864,2017/1/20,18:48:6,b'@TimesNow protest with complete peace  why DMK people started aggressive step of RAIL RHOKO AGITATION and started damaging railway property',2017/1/20,12:7:21
AktiwaryANAND,822515992324517888,2017/1/20,18:47:48,"b""@TimesNow RSS should  learn lessons from past. Such statement caused BJP ' S   defeat  in Bihar state elections.""",2017/1/20,12:7:21
shabirbaba1,822515952764014593,2017/1/20,18:47:39,"b'RT @TimesNow: If people decide that they want to do something, they can get it: Khushboo Actor #MakkalMovement https://t.co/TKegt4rIoQ'",2017/1/20,12:7:21
BoscoUnchained,822515944547348481,2017/1/20,18:47:37,b'RT @Realitybytes51: Modi loyalist @TimesNow runs hashtag #ModiVsRest https://t.co/jLu5j4AvqZ',2017/1/20,12:7:21
airshad6691,822515920090361856,2017/1/20,18:47:31,b'@TimesNow Sir@yogrishirandev apne bola to RSS aur BJP chup h wrna kisi aur ne bola hota to ab tk use Desh Drohi ka certificate mil gaya hota',2017/1/20,12:7:21
e_Devii,822515859553800192,2017/1/20,18:47:17,b'RT @MixedRaita: Raging Bull wins...funny that judges of Supreme Court have always shied away when there is a western threat to our culture\xe2\x80\xa6',2017/1/20,12:7:21
avdheshkumartsi,822515753282895873,2017/1/20,18:46:51,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
sasi_ragav,822515670835466240,2017/1/20,18:46:32,"b""RT @TimesNow: #Watch Ravi Shankar Prasad, Union Law Minister's message to PETA and other Animal welfare NGOs #MakkalMovement https://t.co/q\xe2\x80\xa6""",2017/1/20,12:7:21
shri19623,822515655769489408,2017/1/20,18:46:28,b'@Dipak1Naik @TimesNow I offer my heartfelt condolences to humans .... @ bulls... urr... politicians.',2017/1/20,12:7:21
kaushalchandel9,822515622160506880,2017/1/20,18:46:20,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
imjanaas,822515606687772672,2017/1/20,18:46:16,b'@Kolly_Planet @TimesNow @khushsundar Xtremely bold lie by a pathetic \xf0\x9f\xa4\xa5',2017/1/20,12:7:21
parthasarathi7,822515553306689537,2017/1/20,18:46:4,b'#JallikattuUprising #makkalmovement #timesnow https://t.co/paWczSkZ64',2017/1/20,12:7:21
vaishalimcc,822515523665608704,2017/1/20,18:45:57,b'@TimesNow Oh pppllllllssssssssss....Jus forget about TN and stop debating about us...',2017/1/20,12:7:21
imPujan_amin007,822515455478874112,2017/1/20,18:45:40,b'RT @TimesNow: Outgoing US President Barack Obama leaves Oval office for last time. Read the full story here: https://t.co/08BbqUJkJJ https:\xe2\x80\xa6',2017/1/20,12:7:21
atyagandiban361,822515377561366529,2017/1/20,18:45:22,b'RT @rishirio1: Wanna know wat s the meaning of a peacefull protest?  Chck ths out!  \n@TimesNow @TOIIndiaNews @IndiaToday @CNN \n#wedojallika\xe2\x80\xa6',2017/1/20,12:7:21
tauras55,822515262326878208,2017/1/20,18:44:54,b'@TimesNow where was your independent thinking when you stood dumb when an ordinance was shredded and called non-sense by Rahul',2017/1/20,12:7:21
AlexAvtar,822515232488718336,2017/1/20,18:44:47,"b'RT @TimesNow: Indian Navy to display elite Marine commandos, models of submarines Kalvari &amp; Khandheri &amp; warship Chennai during Republic Day\xe2\x80\xa6'",2017/1/20,12:7:21
KamalismForever,822515090045816832,2017/1/20,18:44:13,"b'RT @TimesNow: Victory goes to the people who protested in support of Jallikattu: Chinmayi Sripada, Singer #MakkalMovement https://t.co/pdwJ\xe2\x80\xa6'",2017/1/20,12:7:21
vikingthakkar,822515036505640960,2017/1/20,18:44:0,b'Fighting for peace is like fxxxing for virginity. #JustSaying #POTUSTrump https://t.co/EytlxaPt7t',2017/1/20,12:7:21
ManmohanManher,822515020047286272,2017/1/20,18:43:57,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
green_pr,822515012195536896,2017/1/20,18:43:55,"b""Union Min Wants Govt To 'Keep An Eye' On PETA, NGO Defends Itself, Says All Laws... - https://t.co/L2HsSLTF1m https://t.co/eJ9iySMUXw""",2017/1/20,12:7:21
Deb_jena,822514967823777792,2017/1/20,18:43:44,b'@TimesNow You prestitute trying to defame RSS. RSS Never indulge in dirty politics.',2017/1/20,12:7:21
sabyak,822514957698768898,2017/1/20,18:43:42,b'@mansi_bhabhi @TimesNow https://t.co/Bewb9793Ch',2017/1/20,12:7:21
vivekias15,822514934592348160,2017/1/20,18:43:36,"b""@TimesNow @PetaIndia don't ever come to tamil nadu, if not you will face extreme consequence.the law does protect you, but we don't need law""",2017/1/20,12:7:21
NABAJITDUTTA999,822514923737677827,2017/1/20,18:43:34,"b'RT @TimesNow: If you help in removing poverty in Pakistan, that country will never be India\xe2\x80\x99s enemy: Baba Ramdev https://t.co/Jj6gaBeNQE'",2017/1/20,12:7:21
SanthoshDhanda1,822514847829135361,2017/1/20,18:43:15,b'@vivekias15 @TimesNow @PetaIndia PETA kill thousand of animal in us but they are teach law',2017/1/20,12:7:21
sabyak,822514775603036160,2017/1/20,18:42:58,b'@TimesNow they will allaways remain stupid. https://t.co/wdmiQDNvTZ',2017/1/20,12:7:21
AnandTr34901836,822514762428792833,2017/1/20,18:42:55,"b""@TimesNow leave aside d politics BT all sort of reservation sud b stopped it's injustice &amp; negative, instead facility can b provided.""",2017/1/20,12:7:21
SPJ1810,822514739444125699,2017/1/20,18:42:50,b'RT @hstapanghosh: Rubbish! Rubbish! Rubbish! Many Ramdev fans will shortly know a new Ramdev which they cannot imagine. https://t.co/vuwG44\xe2\x80\xa6',2017/1/20,12:7:21
dbalam1408,822514678421225472,2017/1/20,18:42:35,b'@TimesNow so sweet of you.... Come I will take you near a jallikattu bull then your doubt will be answered naturally',2017/1/20,12:7:21
dravinashrode5,822514611215798273,2017/1/20,18:42:19,"b""RT @TimesNow: President Donald Trump's foreign policy to be based on peace through strength: White House #TrumpEra https://t.co/FoWtn9HiSa""",2017/1/20,12:7:21
AnibasNimsay,822514499039023105,2017/1/20,18:41:52,"b'RT @TimesNow: We as animal protection organisation have great respect for the culture &amp; tradition of Tamil nadu: Prahsant, Activist #Makkal\xe2\x80\xa6'",2017/1/20,12:7:21
svadivel2001,822514496220565504,2017/1/20,18:41:52,"b'RT @TimesNow: This incident has been a brilliant illustration of how govt, people &amp; court needs to actually work together: Gautami, Actor #\xe2\x80\xa6'",2017/1/20,12:7:21
CDevsharma,822514470505369601,2017/1/20,18:41:46,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
umang_buch,822514404109336577,2017/1/20,18:41:30,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
Pralhad52662413,822514401349697536,2017/1/20,18:41:29,b'@TimesNow damage already done.',2017/1/20,12:7:21
SanthoshDhanda1,822514384148791298,2017/1/20,18:41:25,b'@ProudSecular @ARUN_RAVAN @Rajkumar1964Raj @TimesNow  what your problem hindu',2017/1/20,12:7:21
monty_chadha,822514319166320640,2017/1/20,18:41:9,"b'RT @politicalSci_: \xe0\xa4\xa4\xe0\xa4\xbf\xe0\xa4\xa4\xe0\xa4\xb2\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa4\x82\xe0\xa4\x96\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\xaa\xe0\xa4\xb0 \xe0\xa4\xb0\xe0\xa4\x96 \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\x97\xe0\xa4\x8f \xe0\xa4\xaa\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xa5\xe0\xa4\xb0,\n\xe0\xa4\x90 \xe0\xa4\x96\xe0\xa5\x81\xe0\xa4\xa6\xe0\xa4\xbe \xe0\xa4\xa4\xe0\xa5\x82 \xe0\xa4\x97\xe0\xa5\x81\xe0\xa4\xae \xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\x95\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\x81...?\n#ZairaWasim \nhttps://t.co/40yw62mk2c'",2017/1/20,12:7:21
choudhuryrk,822514275050655745,2017/1/20,18:40:59,b'RT @iMac_too: All sleeper cells are activated for UP. https://t.co/eWhsT5bstp',2017/1/20,12:7:21
Preema27,822514215848177664,2017/1/20,18:40:45,"b'RT @CarDroidusMax: To cover up the RSS own goal on reservations, what is the best strategy for TimesNow? #UPElection2017 #AntiReservation_B\xe2\x80\xa6'",2017/1/20,12:7:21
Pralhad52662413,822514203756036097,2017/1/20,18:40:42,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
uspuranika,822514188866174981,2017/1/20,18:40:38,"b""RT @TimesNow: 50 hours &amp; counting, thousands of protestors including students &amp; activists continue protest at Chennai's Marina Beach #Jalli\xe2\x80\xa6""",2017/1/20,12:7:21
premchandbeura,822514157551570944,2017/1/20,18:40:31,b'@TimesNow a weak person can never ensure peace even with itself.',2017/1/20,12:7:21
RJPTOfficial,822514141814460418,2017/1/20,18:40:27,"b'RT @ShefVaidya: Even Vishy Anand bats for #jallikattu, unlike phoney celebs frm Bollywood, who r afraid to embrace their own culture! https\xe2\x80\xa6'",2017/1/20,12:7:21
PriyaSi51463648,822513998440452097,2017/1/20,18:39:53,"b'RT @TimesNow: #BREAKING Actor Rajinikanth joins protest, strengthening the protest even more #MakkalMovement https://t.co/1HVkdAMMUe'",2017/1/20,12:7:21
14_chahar,822513836058099712,2017/1/20,18:39:14,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
Dh_Barsa,822513812884557824,2017/1/20,18:39:9,b'@TimesNow mouth factory started again on eve of elections.',2017/1/20,12:7:21
camanche99,822513804948996096,2017/1/20,18:39:7,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
sandith,822513791946477568,2017/1/20,18:39:4,b'RT @hstapanghosh: No. But it is proved that SC is not above our tradition and heritage. Thanks to Tamil Hindus. https://t.co/SqRjU1Byrk',2017/1/20,12:7:21
saravananmss,822513736418082816,2017/1/20,18:38:50,"b""RT @TimesNow: President Donald Trump's foreign policy to be based on peace through strength: White House #TrumpEra https://t.co/FoWtn9HiSa""",2017/1/20,12:7:21
PoojaSh36926459,822513717757825025,2017/1/20,18:38:46,b'@TimesNow  well said rss....plz bring back equality in India ....stop reservation system in india',2017/1/20,12:7:21
rajcomman4all,822513673591603200,2017/1/20,18:38:36,b'RT @TimesNow: #PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
ajayjdaniel,822513660799176704,2017/1/20,18:38:32,b'RT @TimesNow: #WATCH People protesting at Marina Beach with flashlights over Jallikattu ban. Tweet your reactions with #MakkalMovement http\xe2\x80\xa6',2017/1/20,12:7:21
johnnyignatius,822513620554694657,2017/1/20,18:38:23,"b'RT @TimesNow: Tamil film fraternity backs the #MakkalMovement. Watch the debate about jallikattu, tonight at 9 PM on @thenewshour https://t\xe2\x80\xa6'",2017/1/20,12:7:21
tamizhumnanum,822513591567974402,2017/1/20,18:38:16,"b'RT @TimesNow: I respect the young people, who democratically &amp; peacefully showed their cultural concerns:Ravi Shankar Prasad,Union Law Min\xe2\x80\xa6'",2017/1/20,12:7:21
tweetramki,822513587419611136,2017/1/20,18:38:15,"b""RT @Kolly_Planet: #Khushboo 's Bold Statement about #Jallikattu on @TimesNow #JusticeForJallikattu #Jallikattuprotest @khushsundar https://\xe2\x80\xa6""",2017/1/20,12:7:21
jatinsagar1972,822513549155172352,2017/1/20,18:38:6,"b""RT @TimesNow: Pakistan agents again target 'Dangal' star Zaira Wasim in Kashmir Valley, burn posters of her with Chief Minister Mehbooba Mu\xe2\x80\xa6""",2017/1/20,12:7:21
tamizhumnanum,822513504057966592,2017/1/20,18:37:55,"b'RT @TimesNow: This is a great lesson to the country that we cannot play with the custom and culture of any state: Dr Sambit Patra, BJP #Mak\xe2\x80\xa6'",2017/1/20,12:7:21
sourabhvyomesh,822513497426759680,2017/1/20,18:37:54,"b'RT @ShefVaidya: Even Vishy Anand bats for #jallikattu, unlike phoney celebs frm Bollywood, who r afraid to embrace their own culture! https\xe2\x80\xa6'",2017/1/20,12:7:21
mac_mickey,822513436374482944,2017/1/20,18:37:39,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
bharathy_mani96,822513339414835202,2017/1/20,18:37:16,"b'RT @TimesNow: #Watch Khusboo, Actor &amp; Activist questions Animal Welfare Board of India &amp; PETA India.\n#MakkalMovement https://t.co/8XNDPkxsBi'",2017/1/20,12:7:21
ViewsofIndian,822513303515758592,2017/1/20,18:37:7,"b""RT @TimesNow: President Donald Trump's foreign policy to be based on peace through strength: White House #TrumpEra https://t.co/FoWtn9HiSa""",2017/1/20,12:7:21
ArvindParashar1,822513261149032448,2017/1/20,18:36:57,b'@timesofindia @ndtv @IndianExpress @TimesNow @IndiaToday you all must take a note of below. This needs to be raised. https://t.co/JmDGtAigzS',2017/1/20,12:7:21
SPJ1810,822513203926237184,2017/1/20,18:36:44,b'RT @hstapanghosh: No. But it is proved that SC is not above our tradition and heritage. Thanks to Tamil Hindus. https://t.co/SqRjU1Byrk',2017/1/20,12:7:21
RajiBarani,822513187706703872,2017/1/20,18:36:40,"b'@sujeetsahu53 @TimesNow @BJP4India ban horse race .  jallikattu is not fun, it is our tradition .  ban caste.'",2017/1/20,12:7:21
