screen_name,tweet_id,reply_date,reply_time,reply,collecting_date,collecting_time
prathap_dreams,822505059669970946,2017/1/20,18:4:22,b'#MakkalMovement #Jallikattu #banpeta #banjersycow #tamilnadu #justiceforjallikattu @TimesNow @PMOIndia @AIADMKOfficial @biccindia @PetaIndia',2017/1/20,12:7:21
ursstrulyRAM,822504972894040065,2017/1/20,18:4:1,b'RT @TimesNow: Telugu superstar Mahesh Babu comes out strongly in support of jallikattu amid groundswell in Tamil Nadu for conduct of the sp\xe2\x80\xa6',2017/1/20,12:7:21
shahidskh1,822504921283121152,2017/1/20,18:3:49,b'@manishabhan @TimesNow If it is really then why UCC matter come only on muslim culture ? What is a basic thing of UCC ?',2017/1/20,12:7:21
JKalifali,822504919097835521,2017/1/20,18:3:48,"b'@TimesNow @Mukesh3101@shilesh08 This fight not only Tamilnadu, big corporate mafia behind the PETA, go and check who is PETA'",2017/1/20,12:7:21
_HemantSharma,822504748590895104,2017/1/20,18:3:8,"b'RT @TimesNow: 5-time World Chess Champion Vishwanathan Anand extends support to holding Jallikattu, saying it was a cultural symbol https:/\xe2\x80\xa6'",2017/1/20,12:7:21
arpitsizzle,822504722959433728,2017/1/20,18:3:2,b'RT @TimesNow: #PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
yesarunkumar16,822504673273933826,2017/1/20,18:2:50,"b'@TimesNow @Chinmayi amend the act !! Tats our victory, else 2018 Pongal will be a Black'",2017/1/20,12:7:21
skarthikdotin,822504650922307585,2017/1/20,18:2:44,b'@TimesNow @ambika_nijjar : Shameless liar !',2017/1/20,12:7:21
shuklapinku,822504629745451010,2017/1/20,18:2:39,"b'RT @politicalSci_: \xe0\xa4\xa4\xe0\xa4\xbf\xe0\xa4\xa4\xe0\xa4\xb2\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa4\x82\xe0\xa4\x96\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\xaa\xe0\xa4\xb0 \xe0\xa4\xb0\xe0\xa4\x96 \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\x97\xe0\xa4\x8f \xe0\xa4\xaa\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xa5\xe0\xa4\xb0,\n\xe0\xa4\x90 \xe0\xa4\x96\xe0\xa5\x81\xe0\xa4\xa6\xe0\xa4\xbe \xe0\xa4\xa4\xe0\xa5\x82 \xe0\xa4\x97\xe0\xa5\x81\xe0\xa4\xae \xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\x95\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\x81...?\n#ZairaWasim \nhttps://t.co/40yw62mk2c'",2017/1/20,12:7:21
ajay000yadav,822504618340990976,2017/1/20,18:2:37,"b'RT @rupasubramanya: Unlike their brain dead,cowardly and opportunistic counterparts in Bollywood, good to see Tamil celebs take a stand. ht\xe2\x80\xa6'",2017/1/20,12:7:21
ramyacs29,822504588976615424,2017/1/20,18:2:30,b'RT @ermmani1: Amend PCA Act soon.\n#JusticeforJallikattu #AmendPCAact #AmendPCA\n@ndtv @ANI_news @CNNnews18 @CNN @timesofindia @TimesNow http\xe2\x80\xa6',2017/1/20,12:7:21
arpitsizzle,822504571083702273,2017/1/20,18:2:25,b'RT @TimesNow: Telugu superstar Mahesh Babu comes out strongly in support of jallikattu amid groundswell in Tamil Nadu for conduct of the sp\xe2\x80\xa6',2017/1/20,12:7:21
arunrao64str,822504570219659264,2017/1/20,18:2:25,b'@TimesNow after all SC is for people and has understood the sentiment of people. PETA guys could manage ur show only till here. Good slap!',2017/1/20,12:7:21
AnshariMunauwar,822504547117596672,2017/1/20,18:2:20,b'@TimesNow mh',2017/1/20,12:7:21
RVG58,822504534438088704,2017/1/20,18:2:17,b'@TimesNow Throw him among the crowd at Marina beach and he will understand not to twist uniform civil court matter',2017/1/20,12:7:21
rahul_shukla4u,822504396009406465,2017/1/20,18:1:44,"b'RT @politicalSci_: \xe0\xa4\xa4\xe0\xa4\xbf\xe0\xa4\xa4\xe0\xa4\xb2\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa4\x82\xe0\xa4\x96\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\xaa\xe0\xa4\xb0 \xe0\xa4\xb0\xe0\xa4\x96 \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\x97\xe0\xa4\x8f \xe0\xa4\xaa\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xa5\xe0\xa4\xb0,\n\xe0\xa4\x90 \xe0\xa4\x96\xe0\xa5\x81\xe0\xa4\xa6\xe0\xa4\xbe \xe0\xa4\xa4\xe0\xa5\x82 \xe0\xa4\x97\xe0\xa5\x81\xe0\xa4\xae \xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\x95\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\x81...?\n#ZairaWasim \nhttps://t.co/40yw62mk2c'",2017/1/20,12:7:21
DhineshBabuV,822504388849610753,2017/1/20,18:1:42,b'RT @simzaolly: @Chinmayi You spoke exceptionally well today on TimesNow news hour tonight. #hatsoff #wedojallikattu',2017/1/20,12:7:21
Skpj50,822504388531027969,2017/1/20,18:1:42,"b'RT @TimesNow: If people decide that they want to do something, they can get it: Khushboo Actor #MakkalMovement https://t.co/TKegt4rIoQ'",2017/1/20,12:7:21
Gautaman2295,822504381333590016,2017/1/20,18:1:40,b'@TimesNow https://t.co/ULBsQrRbeG',2017/1/20,12:7:21
ProudSecular,822504364308910080,2017/1/20,18:1:36,b'@ARUN_RAVAN @Rajkumar1964Raj @TimesNow Fellow countrymen who gang up to decide culture ... Is Mob!! Start behaving like  real Indian not Mob',2017/1/20,12:7:21
Randomcynic,822504353361776640,2017/1/20,18:1:33,b'Maybe the rest of the world should take the cue and promote local businesses and companies first. https://t.co/en2cn2gsNv',2017/1/20,12:7:21
Gautaman2295,822504257308020737,2017/1/20,18:1:10,b'@TimesNow https://t.co/4aq7qOx8Tm',2017/1/20,12:7:21
Vaany_O6,822504237112229888,2017/1/20,18:1:6,"b'RT @TimesNow: Victory goes to the people who protested in support of Jallikattu: Chinmayi Sripada, Singer #MakkalMovement https://t.co/pdwJ\xe2\x80\xa6'",2017/1/20,12:7:21
c9feb8aefbaa42a,822504086566268928,2017/1/20,18:0:30,"b""RT @Kolly_Planet: #Khushboo 's Bold Statement about #Jallikattu on @TimesNow #JusticeForJallikattu #Jallikattuprotest @khushsundar https://\xe2\x80\xa6""",2017/1/20,12:7:21
shishya87,822504021906911234,2017/1/20,18:0:14,"b'RT @TimesNow: #WATCH Jairam Ramesh is the person responsible for the present chaos: C Rajashekharan, Advocate, Madras HC #MakkalMovement ht\xe2\x80\xa6'",2017/1/20,12:7:21
tejash_m,822504006392156161,2017/1/20,18:0:11,b'RT @mediacrooks: Cong BANNED #Jallikattu and thinks the whole country is a bunch of idiots like their Pappu boss.. @NewsX @Timesnow @indiat\xe2\x80\xa6',2017/1/20,12:7:21
ProudSecular,822504005578489857,2017/1/20,18:0:10,"b""@ARUN_RAVAN @Rajkumar1964Raj @TimesNow There were no jallikattus then ! Mobs can't decide on culture""",2017/1/20,12:7:21
RaviPerne,822503961190170626,2017/1/20,18:0:0,b'Indian Mainstream media will now have to work in double shift. Day time against Modi.. night shift against Trump.\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n@ndtv @TimesNow @aajtak',2017/1/20,12:7:21
Sharmaroyals,822503951492939776,2017/1/20,17:59:58,"b'RT @India_Policy: Delusion, India is suffering from one thousand years, and has been paying dearly for. https://t.co/TDb8apTLRG'",2017/1/20,12:7:21
somurajeee,822503884967079937,2017/1/20,17:59:42,b'@Chinmayi @TimesNow #makkalmovement  \xf0\x9f\x99\x8f keep supporting.',2017/1/20,12:7:21
i_m_Hafeez,822503735595270145,2017/1/20,17:59:6,b'RT @64Anitark: @TimesNow @TimesNow ... Yaaaay....Indians come back to your motherland....actively use your output here...not elsewhere...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',2017/1/20,12:7:21
karthikthiru,822503727445770240,2017/1/20,17:59:4,"b""@LibertarianInd @martin_durai @TimesNow don't ask him, it's their forefathers who converted for a piece of bread \xf0\x9f\x8d\x9e""",2017/1/20,12:7:21
jana231287,822503677843959809,2017/1/20,17:58:52,b'RT @simzaolly: @Chinmayi You spoke exceptionally well today on TimesNow news hour tonight. #hatsoff #wedojallikattu',2017/1/20,12:7:21
ypstomer,822503667660005376,2017/1/20,17:58:50,"b'RT @TimesNow: Victory goes to the people who protested in support of Jallikattu: Chinmayi Sripada, Singer #MakkalMovement https://t.co/pdwJ\xe2\x80\xa6'",2017/1/20,12:7:21
sureshkumarcsk,822503574659743748,2017/1/20,17:58:28,b'RT @RinkuGupta2012: Valid points on #jallikattu issue neatly explained. Pl take a look @Zakka_Jacob @TimesNow @AnchorAnandN @IndiaToday \nht\xe2\x80\xa6',2017/1/20,12:7:21
Kranthit,822503500303233025,2017/1/20,17:58:10,b'RT @hstapanghosh: No. But it is proved that SC is not above our tradition and heritage. Thanks to Tamil Hindus. https://t.co/SqRjU1Byrk',2017/1/20,12:7:21
6feac377b097423,822503493256609792,2017/1/20,17:58:8,b'RT @TimesNow: #PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
bilgundi,822503444569128960,2017/1/20,17:57:57,b'@TimesNow Donald-trump innougral speech is too protectionist. Forget Globalisation be prepared for #IndiaFirst. IT&amp;Pharma dn #Belagavi',2017/1/20,12:7:21
saravanshan1,822503412260634625,2017/1/20,17:57:49,"b""@TimesNow @PetaIndia we can rewrite any law if it's against peoples culture. We know how to look after our bulls...""",2017/1/20,12:7:21
saisrinivas188,822503401149894658,2017/1/20,17:57:46,b'RT @TimesNow: Telugu superstar Mahesh Babu comes out strongly in support of jallikattu amid groundswell in Tamil Nadu for conduct of the sp\xe2\x80\xa6',2017/1/20,12:7:21
mskDhFm,822503393398837248,2017/1/20,17:57:45,b'RT @TimesNow: Telugu superstar Mahesh Babu comes out strongly in support of jallikattu amid groundswell in Tamil Nadu for conduct of the sp\xe2\x80\xa6',2017/1/20,12:7:21
kchari2,822503325870522368,2017/1/20,17:57:28,b'@SMedia4 @TimesNow It is TNBJP that provoked Tamilnadu by promising in the name of Modi.Modi is not at all consulted in this explosive issue',2017/1/20,12:7:21
rudrakishore1,822503317444116480,2017/1/20,17:57:26,"b'RT @TimesNow: #Watch Khusboo, Actor &amp; Activist questions Animal Welfare Board of India &amp; PETA India.\n#MakkalMovement https://t.co/8XNDPkxsBi'",2017/1/20,12:7:21
attur_karthi,822503287891099648,2017/1/20,17:57:19,b'RT @simzaolly: @Chinmayi You spoke exceptionally well today on TimesNow news hour tonight. #hatsoff #wedojallikattu',2017/1/20,12:7:21
ARUN_RAVAN,822503237634789376,2017/1/20,17:57:7,"b""@ProudSecular @Rajkumar1964Raj @TimesNow dont use mob. Like it or not they're are your fellow country men &amp; women.""",2017/1/20,12:7:21
MANINDRAJ,822503188834254849,2017/1/20,17:56:56,b'RT @TimesNow: #PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
somurajeee,822503174896488449,2017/1/20,17:56:52,"b'@Chinmayi  @TimesNow #makkalmovement . Were all the others are fighting to defend political party , only you brought up some valid reason.'",2017/1/20,12:7:21
ahmed_sf,822503165417373697,2017/1/20,17:56:50,"b'RT @TimesNow: If you help in removing poverty in Pakistan, that country will never be India\xe2\x80\x99s enemy: Baba Ramdev https://t.co/Jj6gaBeNQE'",2017/1/20,12:7:21
mohitsmartlove,822503154436579328,2017/1/20,17:56:48,b'RT @TimesNow: #PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
sahoobhabanisa5,822503144903114752,2017/1/20,17:56:45,b'@TimesNow https://t.co/R0IgrnWpLu.....\nplease watch',2017/1/20,12:7:21
ProudSecular,822503111361253378,2017/1/20,17:56:37,"b""@ARUN_RAVAN @Rajkumar1964Raj @TimesNow Mob in Haryana will demand Khap Panchayat ,saying that's thier culture.Where  will Mobocracy take us""",2017/1/20,12:7:21
iamkaushikraj,822503105115934722,2017/1/20,17:56:36,b'RT @TimesNow: Protester at Marina Beach welcomes approval of ordinance on Jallikattu by Law Ministry. Big boost for the #MakkalMovement htt\xe2\x80\xa6',2017/1/20,12:7:21
co_mmonman,822503084857425924,2017/1/20,17:56:31,"b'@AmmU_MaanU @TimesNow @realDonaldTrump \nold ppl used to say ""You never know the value of what you have till you lose it"".\nso I suggested one'",2017/1/20,12:7:21
jamz_Haide,822503074128363521,2017/1/20,17:56:28,b'RT @TimesNow: #BREAKING Law Ministry approves ordinance on Jallikattu with minor changes. #MakkalMovement https://t.co/Tv8fNBRfC4',2017/1/20,12:7:21
ARUN_RAVAN,822503010815217664,2017/1/20,17:56:13,b'@ProudSecular @Rajkumar1964Raj @TimesNow yeah from there mother to mother. 4500 year culture.',2017/1/20,12:7:21
karthikg80,822503007992561664,2017/1/20,17:56:13,b'Time to Buy Indian as this may be against free trade principles and why let American companies sell their goods in\xe2\x80\xa6 https://t.co/MUAtvHw92j',2017/1/20,12:7:21
_EnCounter,822502960999632896,2017/1/20,17:56:1,b'RT @teashoptalks: The only TamilNewsChannel 2scroll a projallikattu Twitter hashtag lik how TimesNow do is News7.\r-You can giv diffnt inter\xe2\x80\xa6',2017/1/20,12:7:21
rameez44us,822502946810171392,2017/1/20,17:55:58,b'RT @MarineRenga: #TNJALLIKATTU #jallikattu #Jallikattuprotest AMEND PCA ACT SOON @ndtv @IndiaToday @TimesNow @narendramodi #jallikattu #Jal\xe2\x80\xa6',2017/1/20,12:7:21
SVenkat_94,822502927323406337,2017/1/20,17:55:53,"b'RT @TimesNow: Victory goes to the people who protested in support of Jallikattu: Chinmayi Sripada, Singer #MakkalMovement https://t.co/pdwJ\xe2\x80\xa6'",2017/1/20,12:7:21
vinkalbwz,822502881085558789,2017/1/20,17:55:42,"b""@TimesNow some things seems like heard b4\nIsn't its section of #NAMO  speed""",2017/1/20,12:7:21
saurabhfeb2010,822502866791186432,2017/1/20,17:55:39,b'Then media should first speak about the plight of ousted KASHMIRI PANDITS from their homeland.But Sickularists have\xe2\x80\xa6 https://t.co/nME5P4C0oF',2017/1/20,12:7:21
iKhayyum,822502791906148352,2017/1/20,17:55:21,"b""RT @TimesNow: #Watch Ravi Shankar Prasad, Union Law Minister's message to PETA and other Animal welfare NGOs #MakkalMovement https://t.co/q\xe2\x80\xa6""",2017/1/20,12:7:21
nikhilsureka,822502743764062210,2017/1/20,17:55:10,b'Time to sing and remember #swades \n\xe0\xa4\xaf\xe0\xa5\x87 \xe0\xa4\x9c\xe0\xa5\x8b \xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\xb8 \xe0\xa4\xb9\xe0\xa4\xbe \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\xb0\xe0\xa4\xbe \nIndians in America https://t.co/SQzXfqISD1',2017/1/20,12:7:21
ramesh1995_1,822502737808072704,2017/1/20,17:55:8,b'RT @simzaolly: @Chinmayi You spoke exceptionally well today on TimesNow news hour tonight. #hatsoff #wedojallikattu',2017/1/20,12:7:21
ImmoralReport,822502716534452226,2017/1/20,17:55:3,b'RT @IDhruvjaywant: No wonder why all the #Libtards &amp; #Presstitutes hate him. @BDUTT @RanaAyyub @sagarikaghose \n@TimesNow \nhttps://t.co/CLQc\xe2\x80\xa6',2017/1/20,12:7:21
ProudSecular,822502716073242624,2017/1/20,17:55:3,"b""@ARUN_RAVAN @Rajkumar1964Raj @TimesNow Who taught culture to your mom, her mom! Which era u start ? Mohenjo-Daro 2300 BC? Mobs can't decide""",2017/1/20,12:7:21
Ashasundarajan,822502690915840003,2017/1/20,17:54:57,b'RT @TimesNow: Jallikattu involves deliberately terrifying a bull to a point that he runs: Poorva Joshipura PETA India CEO #JallikattuFight\xe2\x80\xa6',2017/1/20,12:7:21
bhatia2015,822502690743812097,2017/1/20,17:54:57,"b'@TimesNow congrats ""Trump"" being 45th President of United States Of America. ..'",2017/1/20,12:7:21
sumanamindcare1,822502626520481792,2017/1/20,17:54:42,b'RT @TimesNow: #PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
manishabhan,822502614445289476,2017/1/20,17:54:39,b'@shahidskh1 @TimesNow well am aware of what jallikattu is. UCC came to light in the British Raj. Has nothing to do with culture.',2017/1/20,12:7:21
sharmapanks,822502543922229248,2017/1/20,17:54:22,b'RT @TimesNow: #PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
tnmukundan,822502525999857664,2017/1/20,17:54:18,b'RT @simzaolly: @Chinmayi You spoke exceptionally well today on TimesNow news hour tonight. #hatsoff #wedojallikattu',2017/1/20,12:7:21
AmmU_MaanU,822502498711834624,2017/1/20,17:54:11,b'@co_mmonman @TimesNow He @realDonaldTrump is not talking about sacking existing skilled resources but on hiring new ones. You misunderstood',2017/1/20,12:7:21
dr_ravipandit,822502486825172992,2017/1/20,17:54:8,b'@TimesNow @ndtv \n\nDid the Presstitutes bitches figure out Hector stop breathing!!',2017/1/20,12:7:21
vijayvaada,822502484790968320,2017/1/20,17:54:8,b'RT @magizh_ini: Then ask him not sell any american products in India especially in#tamilnadu #justiceforjallikattu #Banpetaindia https://t.\xe2\x80\xa6',2017/1/20,12:7:21
n_shekar,822502464893100032,2017/1/20,17:54:3,"b'RT @AmmU_MaanU: Excellent. I too want ""made in USA"" of those days, not products of US companies ""Made in China"" &amp; India must ban this ""chea\xe2\x80\xa6'",2017/1/20,12:7:21
ProudSecular,822502409939390464,2017/1/20,17:53:50,b'@ARUN_RAVAN @Rajkumar1964Raj @TimesNow Mobs have right to decide on culture ? mobs in Maharashtra will want Bullock cart racing !! Shame',2017/1/20,12:7:21
vineet_4691,822502407255031814,2017/1/20,17:53:49,b'RT @TimesNow: Protester at Marina Beach welcomes approval of ordinance on Jallikattu by Law Ministry. Big boost for the #MakkalMovement htt\xe2\x80\xa6',2017/1/20,12:7:21
kchari2,822502353882513408,2017/1/20,17:53:37,b'@TimesNow SC can issue any verdict.It is not necessary to obey immediately.Politicians showed the way in Karnataka.Good precedent.',2017/1/20,12:7:21
usnea,822502329995980802,2017/1/20,17:53:31,b'RT @simzaolly: @Chinmayi You spoke exceptionally well today on TimesNow news hour tonight. #hatsoff #wedojallikattu',2017/1/20,12:7:21
jkyadav12,822502306931322880,2017/1/20,17:53:25,b'RT @hstapanghosh: No. But it is proved that SC is not above our tradition and heritage. Thanks to Tamil Hindus. https://t.co/SqRjU1Byrk',2017/1/20,12:7:21
SrmMishra,822502277785133056,2017/1/20,17:53:19,"b""RT @SudhanshuTrived: From 10 to 10.45 pm I'm @TimesNow""",2017/1/20,12:7:21
nareshrajput311,822502275813875712,2017/1/20,17:53:18,b'RT @BilalAhmedNgp: Undoubtedly RSS-BJP has always been against socially-outcast communities. Inequality within the society is their oxygen\xe2\x80\xa6',2017/1/20,12:7:21
Godisgreat001,822502235074506752,2017/1/20,17:53:8,b'@TimesNow @PicturesPVR \rAnswer 4) Bye Bye Love.\r#TheByeByeMan \r#Contest',2017/1/20,12:7:21
SudharshEM,822502233975754753,2017/1/20,17:53:8,"b""@TimesNow Everyone doesn't seem fine.""",2017/1/20,12:7:21
This_is_Kritz,822502232054583296,2017/1/20,17:53:8,"b""RT @TimesNow: #Watch Ravi Shankar Prasad, Union Law Minister's message to PETA and other Animal welfare NGOs #MakkalMovement https://t.co/q\xe2\x80\xa6""",2017/1/20,12:7:21
GauravLohia7,822502220788678657,2017/1/20,17:53:5,b'RT @TimesNow: #PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
ARUN_RAVAN,822502207639564288,2017/1/20,17:53:2,b'@ProudSecular @Rajkumar1964Raj @TimesNow dude when haryana mon asked for sati. People are greater than that',2017/1/20,12:7:21
nnkrishnana,822502203915169792,2017/1/20,17:53:1,b'RT @MarineRenga: #TNJALLIKATTU #jallikattu #Jallikattuprotest AMEND PCA ACT SOON @ndtv @IndiaToday @TimesNow @narendramodi #jallikattu #Jal\xe2\x80\xa6',2017/1/20,12:7:21
MishraAkansha19,822502188614385664,2017/1/20,17:52:57,"b'RT @politicalSci_: \xe0\xa4\xa4\xe0\xa4\xbf\xe0\xa4\xa4\xe0\xa4\xb2\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa4\x82\xe0\xa4\x96\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\xaa\xe0\xa4\xb0 \xe0\xa4\xb0\xe0\xa4\x96 \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\x97\xe0\xa4\x8f \xe0\xa4\xaa\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xa5\xe0\xa4\xb0,\n\xe0\xa4\x90 \xe0\xa4\x96\xe0\xa5\x81\xe0\xa4\xa6\xe0\xa4\xbe \xe0\xa4\xa4\xe0\xa5\x82 \xe0\xa4\x97\xe0\xa5\x81\xe0\xa4\xae \xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\x95\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\x81...?\n#ZairaWasim \nhttps://t.co/40yw62mk2c'",2017/1/20,12:7:21
IDhruvjaywant,822502178803679233,2017/1/20,17:52:55,b'No wonder why all the #Libtards &amp; #Presstitutes hate him. @BDUTT @RanaAyyub @sagarikaghose \n@TimesNow \nhttps://t.co/CLQcbE6LUV',2017/1/20,12:7:21
Godisgreat001,822502120217640960,2017/1/20,17:52:41,b'RT @TimesNow: #Contest Name the song written by The Newton Brothers for The Bye Bye Man #TheByeByeMan @PicturesPVR T&amp;C https://t.co/wWETLxg\xe2\x80\xa6',2017/1/20,12:7:21
Godisgreat001,822502091033755650,2017/1/20,17:52:34,b'@TimesNow @PicturesPVR \rAnswer 3) Three College Students.\r#TheByeByeMan \r#Contest',2017/1/20,12:7:21
foujiJAWANunion,822502067042471939,2017/1/20,17:52:28,b'RT @foujiJAWANunion: @page3news @TimesNow @Ashishjourno @newsexpresslive \xe0\xa4\xb8\xe0\xa5\x87\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\x9c\xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xaf\xe0\xa4\x9c\xe0\xa5\x8d\xe0\xa4\x9e\xe0\xa4\xaa\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa4\xa4\xe0\xa4\xbe\xe0\xa4\xaa \xe0\xa4\xb8\xe0\xa4\xbf\xe0\xa4\x82\xe0\xa4\xb9 \xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\xa8\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\xbe\xe0\xa4\xaf \xe0\xa4\xa8\xe0\xa4\xb9\xe0\xa5\x80\xe0\xa4\x82 \xe0\xa4\xae\xe0\xa4\xbf\xe0\xa4\xb2\xe0\xa4\xbe \xe0\xa4\xa4\xe0\xa5\x8b \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x87\xe0\xa4\x82\xe0\xa4\x97\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xae\xe0\xa5\x82\xe0\xa4\xb9\xe0\xa4\x95 \xe0\xa4\x86\xe2\x80\xa6',2017/1/20,12:7:21
hindustanse,822502009119113217,2017/1/20,17:52:14,"b'RT @mike921112: @MVT_JustForFun @hindustanse @TimesNow both politicians that whine, but what has either done 4 India?'",2017/1/20,12:7:21
Godisgreat001,822501970346844161,2017/1/20,17:52:5,b'@TimesNow @PicturesPVR \rAnswer 2) Doug Jones.\r#TheByeByeMan \r#Contest',2017/1/20,12:7:21
kchari2,822501949748744192,2017/1/20,17:52:0,b'@TimesNow BJP used Jallikattu to revenge on Modi.TN BJP is supported by BJP president to remove Modi image in South India as it seems.',2017/1/20,12:7:21
nagulsaravanan7,822501786531414016,2017/1/20,17:51:21,"b'RT @TimesNow: Victory goes to the people who protested in support of Jallikattu: Chinmayi Sripada, Singer #MakkalMovement https://t.co/pdwJ\xe2\x80\xa6'",2017/1/20,12:7:21
ARUN_RAVAN,822501769074704384,2017/1/20,17:51:17,"b""@ProudSecular @Rajkumar1964Raj @TimesNow what my mother taught me is my culture. If my friends mom taught the same our culture. Court can't""",2017/1/20,12:7:21
VijayAhuja6,822501768760201218,2017/1/20,17:51:17,"b""RT @Prof_HariOm: Tweeted 6 times BJP will win UP. Today I reject my otherwise well-founded prediction cos RSS doesn't want PM Modi to get m\xe2\x80\xa6""",2017/1/20,12:7:21
AkilajaV,822501761550168071,2017/1/20,17:51:15,b'RT @TimesNow: #PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
Godisgreat001,822501723944075264,2017/1/20,17:51:6,b'RT @TimesNow: #Contest Who plays the role of The Bye Bye Man in the movie?#TheByeByeMan @PicturesPVR T&amp;C https://t.co/wWETLxgToJ https://t.\xe2\x80\xa6',2017/1/20,12:7:21
sonyanuojha,822501697234894848,2017/1/20,17:51:0,b'RT @aakuraj: #PetaIndiaGoBack\nhttps://t.co/XBmP6fGLXQ',2017/1/20,12:7:21
Godisgreat001,822501686157537281,2017/1/20,17:50:57,b'RT @TimesNow: #Contest How many college students move into an off-campus house? #TheByeByeMan @PicturesPVR T&amp;C https://t.co/wWETLxgToJ http\xe2\x80\xa6',2017/1/20,12:7:21
mike921112,822501685251559424,2017/1/20,17:50:57,"b'@MVT_JustForFun @hindustanse @TimesNow both politicians that whine, but what has either done 4 India?'",2017/1/20,12:7:21
SMedia4,822501677622235136,2017/1/20,17:50:55,b'@kchari2 @TimesNow https://t.co/6sM872mOt9',2017/1/20,12:7:21
MovieBufff3,822501672966647809,2017/1/20,17:50:54,b'Kamalhaasan Saluting TN youngsters for peaceful protests @ndtv @TimesNow Jallikattu https://t.co/acWI8d827e',2017/1/20,12:7:21
Godisgreat001,822501664946933760,2017/1/20,17:50:52,"b'@TimesNow @PicturesPVR \rAnswer 1) ""Don\'t think it, Don\'t say it!""\r#TheByeByeMan \r#Contest'",2017/1/20,12:7:21
SureshGummaraju,822501659209146368,2017/1/20,17:50:51,"b'@TimesNow Nonsense. In the shadow of JKATTU, Shadhikala will be busy destroying any evidence against her. CBI? Listening?'",2017/1/20,12:7:21
SudeepShrivas12,822501628699873280,2017/1/20,17:50:44,b'RT @VaibhavSalgaon3: Vision 2020! Hopefully #hubtowngreenwoods  at Thane completes by then @TimesNow @timesofindia @SJaiswal_IAS @Dev_Fadna\xe2\x80\xa6',2017/1/20,12:7:21
ProudSecular,822501619669626880,2017/1/20,17:50:42,"b""@ARUN_RAVAN @Rajkumar1964Raj @TimesNow Will Haryana mob decide Sati is culture which needs to be encouraged ? Mobs can't decide Culture""",2017/1/20,12:7:21
dhineshsrikanth,822501613164236802,2017/1/20,17:50:40,b'RT @TimesNow: #WATCH People protesting at Marina Beach with flashlights over Jallikattu ban. Tweet your reactions with #MakkalMovement http\xe2\x80\xa6',2017/1/20,12:7:21
